HumanGeneName	MouseGeneName
ZNF536	Zfp536
CCDC65	Ccdc65
OTOP1	Otop1
DDI1	Ddi1
DDI2	Ddi2
SCD	Scd2
TFAP2A	Tfap2a
BCAP31	Bcap31
EFR3B	Efr3b
SNX9	Snx9
SCUBE2	Scube2
ZHX3	Zhx3
ZHX2	Zhx2
MAGED2	Maged2
MAGEA10	Magea4
MAGEB6	Mageb6b1
MAGEB1	Mageb4
MAGEB16	Mageb16
MAGEB5	Mageb5
MAGEH1	Mageh1
TRO	Tro
MAGEL2	Magel2
MAGEB18	Mageb18
MAGEE1	Magee1
NSMCE3	Nsmce3
MAGEA11	Magea13
MAGED1	Maged1
MAGEA1	Magea10
NDN	Ndn
MAGEE2	Magee2
PCDH15	Pcdh15
CHSY3	Chsy3
SPRN	Sprn
ELOVL6	Elovl6
FBP2	Fbp2
FBP1	Fbp1
TUBB4B	Tubb4b
TUBB4A	Tubb4a
TUBB	Tubb5
MTG1	Mtg1
NPPA	Nppa
GEMIN5	Gemin5
FEN1	Fen1
UBA5	Uba5
POLR1A	Polr1a
ZNF503	Zfp503
SOX8	Sox8
B3GNT5	B3gnt5
HEMGN	Hemgn
RBPJ	Rbpj
MDGA2	Mdga2
CEP68	Cep68
FIGLA	Figla
SEPTIN9	Septin9
RBM19	Rbm19
FMO2	Fmo2
FMO1	Fmo1
FMO5	Fmo5
FMO3	Fmo3
FMO6P	Fmo6
FMO4	Fmo4
SULT2A1	Sult2a5
SULT2B1	Sult2b1
FOXI3	Foxi3
ETFA	Etfa
NUSAP1	Nusap1
BAIAP2L1	Baiap2l1
P2RX1	P2rx1
P2RX2	P2rx2
P2RX3	P2rx3
P2RX7	P2rx7
SP4	Sp4
HELLS	Hells
MMP14	Mmp14
FAM107B	Fam107b
FSTL1	Fstl1
GPC3	Gpc3
ELF2	Elf2
CBFB	Cbfb
MBTPS1	Mbtps1
LDLR	Ldlr
AHCY	Ahcy
COL1A1	Col1a1
CTPS1	Ctps
KDM7A	Kdm7a
CTSF	Ctsf
TRIP11	Trip11
RGS4	Rgs4
RRBP1	Rrbp1
CCNB2	Ccnb2
PXN	Pxn
MBTPS2	Mbtps2
MYLIP	Mylip
CHRNA2	Chrna2
CHRFAM7A	Chrna7
RAD21	Rad21
NOP56	Nop56
CUL3	Cul3
NUDT10	Nudt10
NUDT4	Nudt4
DCAF4	Dcaf4
LNPK	Lnpk
ING3	Ing3
DTNB	Dtnb
MARS1	Mars1
ARRDC2	Arrdc2
WDR82	Wdr82
METTL26	Mettl26
TSC22D1	Tsc22d1
TSC22D2	Tsc22d2
RAP1B	Rap1b
LRRFIP2	Lrrfip2
CCNG1	Ccng1
AGFG1	Agfg1
SOX7	Sox7
RPS24	Rps24
KTN1	Ktn1
CPNE1	Cpne1
AIFM1	Aifm1
HMMR	Hmmr
CDC42SE1	Cdc42se1
BNIP2	Bnip2
HDAC9	Hdac9
POC1B	Poc1b
APH1B	Aph1b
APH1A	Aph1a
B3GNT7	B3gnt7
ZNF207	Zfp207
YARS1	Yars
TEKT2	Tekt2
TKTL2	Tktl2
TKT	Tkt
PNOC	Pnoc
PCM1	Pcm1
ATIC	Atic
YPEL3	Ypel3
YPEL4	Ypel4
EIF3D	Eif3d
TAL2	Tal2
ID2	Id2
SSR1	Ssr1
FANCD2	Fancd2
AP3M1	Ap3m1
GFI1	Gfi1
UCHL1	Uchl1
SET	Set
CLIC4	Clic4
MAPK3	Mapk3
SH3GL3	Sh3gl3
DICER1	Dicer1
HCCS	Hccs
HNF1A	Hnf1a
CDKN1C	Cdkn1c
ZFR	Zfr
GCNT4	Gcnt4
HMGXB4	Hmgxb4
NUP50	Nup50
TAGLN	Tagln
FGFRL1	Fgfrl1
TRIM71	Trim71
CORO1A	Coro1a
GABARAP	Gabarap
DACT2	Dact2
PTPN6	Ptpn6
SF1	Sf1
SLC11A2	Slc11a2
INSIG1	Insig1
INSIG2	Insig2
MDH1	Mdh1
COX5A	Cox5a
FHL1	Fhl4
MT1B	Mt2
RRP1B	Rrp1b
RRP1	Rrp1
TYR	Tyr
CYFIP1	Cyfip1
SMTNL2	Smtnl2
MBD3	Mbd3
MBD1	Mbd1
MECP2	Mecp2
CYP17A1	Cyp17a1
NAA15	Naa15
MBD2	Mbd2
UBE2L3	Gm10705
DRG1	Drg1
FOXN1	Foxn1
MGLL	Mgll
PRDM1	Prdm1
FOXN3	Foxn3
LTF	Ltf
TF	Trf
HAS1	Has1
PSENEN	Psenen
SARM1	Sarm1
TIRAP	Tirap
IL1RAPL2	Il1rapl2
TLR2	Tlr2
TLR3	Tlr3
EIF2S1	Eif2s1
TLR4	Tlr4
TICAM2	Ticam2
TICAM1	Ticam1
TLR9	Tlr9
TLR7	Tlr7
TLR8	Tlr8
TLR5	Tlr5
MYD88	Myd88
TLR1	Tlr1
ACTA2	Acta2
ACTG2	Actg2
PGP	Pgp
ALDOA	Aldoart1
SRSF5	Srsf5
HNRNPA0	Hnrnpa0
POLDIP2	Poldip2
RBMY1A1	Gm3376
RBMXL2	Rbmxl2
RBMY1B	Gm4064
RBMX	Rbmx
RBMXL1	Rbmxl1
ASAP3	Asap3
CDK1	Cdk1
DLG5	Dlg5
COX4I2	Cox4i2
COX4I1	Cox4i1
STOM	Stom
ADH6	Adh6b
ADH4	Adh4
ADH7	Adh7
ADH1A	Adh1
CHM	Chm
SLC39A1	Slc39a1
SLC39A2	Slc39a2
PAH	Pah
EIF1	Eif1
POFUT1	Pofut1
SH3BP4	Sh3bp4
VEGFC	Vegfc
DAB2	Dab2
AGRN	Agrn
BIRC2	Birc2
BIRC3	Birc3
CCT5	Cct5
NOS2	Nos2
DND1	Dnd1
TRAF4	Traf4
OSBPL2	Osbpl2
CASC3	Casc3
ADRA2A	Adra2a
LARP1	Larp1
ZCCHC10	Zcchc10
CDK9	Cdk9
DPP3	Dpp3
DLAT	Dlat
ATRX	Atrx
ADRA2B	Adra2b
TMEM30A	Tmem30a
WTAP	Wtap
YY1	Yy1
PIK3R2	Pik3r2
ADRA2C	Adra2c
MYF6	Myf6
RTN4R	Rtn4r
RDH8	Rdh8
SFRP1	Sfrp1
GJA10	Gja10
RTN4RL2	Rtn4rl2
RTN4RL1	Rtn4rl1
DCPS	Dcps
CCNA1	Ccna1
RTCA	Rtca
GRN	Grn
CRIM1	Crim1
CNR1	Cnr1
OPRL1	Oprl1
PRELID3B	Prelid3b
FXR1	Fxr1
CHST11	Chst11
HIGD1B	Higd1b
HIGD1C	Higd1c
HIGD1A	Higd1a
ARPC1A	Arpc1a
CYB5R1	Cyb5r1
PRXL2A	Prxl2a
PTF1A	Ptf1a
FGF2	Fgf2
APLP1	Aplp1
IGFBP5	Igfbp5
PDCL3	Pdcl3
PDCL2	Pdcl2
RHOA	Rhoa
RIC3	Ric3
UROS	Uros
HCRT	Hcrt
ZCCHC17	Zcchc17
BNIP3L	Bnip3l
CNBP	Cnbp
ZCCHC13	Zcchc13
NCS1	Ncs1
MAOA	Maoa
MAOB	Maob
CBX4	Cbx4
COPS7B	Cops7b
COPS7A	Cops7a
DDX5	Ddx5
HMGCR	Hmgcr
CHST14	Chst14
POU4F2	Pou4f2
CBX8	Cbx8
S100A4	S100a4
S100A6	S100a6
GJB6	Gjb6
GJB2	Gjb2
GJB4	Gjb4
GJB5	Gjb5
CDKN1B	Cdkn1b
CHERP	Cherp
GJA5	Gja5
FGA	Fga
ELOVL5	Elovl5
BCOR	Bcor
GJA3	Gja3
MNX1	Mnx1
IGFBP3	Igfbp3
MTX1	Mtx1
SLC31A1	Slc31a1
CAV1	Cav1
MTX2	Mtx2
MTX3	Mtx3
FGF6	Fgf6
PER1	Per1
HEY1	Hey1
MTTP	Mttp
ALPL	Alpl
ASTL	Astl
HSD17B4	Hsd17b4
EIF4E	Eif4e
DAND5	Dand5
ANXA5	Anxa5
ANXA6	Anxa6
ANXA11	Anxa11
ANXA4	Anxa4
ZIC3	Zic3
GPM6A	Gpm6a
GPM6B	Gpm6b
PLP2	Plp2
F5	F5
TFPI	Tfpi
SERPIND1	Serpind1
ATP6V1B2	Atp6v1b2
HSD17B8	H2-Ke6
LPA	Plg
GNRH1	Gnrh1
TGFBI	Tgfbi
PRICKLE2	Prickle2
COL18A1	Col18a1
PER2	Per2
MSH6	Msh6
RGS9BP	Rgs9bp
PAQR7	Paqr7
PAQR8	Paqr8
TMPO	Tmpo
FGF19	Fgf15
LTO1	LTO1
OPRK1	Oprk1
SULT1B1	Sult1b1
SULT1C3	Sult1c1
SULT1E1	Sult1e1
SULT1D1P	Sult1d1
SULT1A1	Sult1a1
OCM	Ocm
PDGFRB	Pdgfrb
COL1A2	Col1a2
NPFF	Npff
PLP1	Plp1
HBA2	Hba-a1
FBXL14	Fbxl14
SST	Sst
CORT	Cort
PTMA	Ptma
TUBA1B	Tuba1b
PALS1	Pals1
BIRC8	Xiap
BCL2L10	Bcl2l10
CASP2	Casp2
CASP6	Casp6
CASP9	Casp9
BIRC5	Birc5
CASP8AP2	Casp8ap2
THOC1	Thoc1
TMBIM6	Tmbim6
BIRC7	Birc7
CELF2	Celf2
CFLAR	Cflar
DFFB	Dffb
TNFRSF10A	Tnfrsf26
MAP3K5	Map3k5
TPBG	Tpbg
P4HA2	P4ha2
NID2	Nid2
RNF2	Rnf2
CBR1	Cbr1
CBR3	Cbr3
RIPK2	Ripk2
CYP1B1	Cyp1b1
PLCG1	Plcg1
CADPS2	Cadps2
NR1I2	Nr1i2
P2RX5	P2rx5
CBX2	Cbx2
EIF3C	Eif3c
BMI1	Bmi1
CDK8	Cdk8
PDE6G	Pde6g
PPP2R5E	Ppp2r5e
VAX2	Vax2
VAX1	Vax1
GNGT2	Gngt2
GABBR1	Gabbr1
GAD1	Gad1
HS6ST2	Hs6st2
SLC7A4	Slc7a4
PLD1	Pld1
SLC15A1	Slc15a1
VCP	Vcp
PROM1	Prom1
THY1	Thy1
TPT1	Tpt1
BSG	Bsg
EMX1	Emx1
RPL13	Gm15710
AKT2	Akt2
BTG4	Btg4
STAT4	Stat4
FEM1C	Fem1c
WDR75	Wdr75
FKBP7	Fkbp7
SLC39A13	Slc39a13
RFLNA	Rflna
ING5	Ing5
HOPX	Hopx
MYCBP2	Mycbp2
ABCC4	Abcc4
SRSF3	Srsf3
SELENOP	Selenop
QRSL1	Qrsl1
PPIA	Ppia
CYP2W1	Cyp2w1
CTRC	Ctrc
ASIC1	Asic1
CDH23	Cdh23
ASIC3	Asic3
ASIC2	Asic2
ASIC4	Asic4
RGS12	Rgs12
SSR2	Ssr2
ENO3	Eno3
NOP58	Nop58
VIPAS39	Vipas39
TBPL1	Tbpl1
TBPL2	Tbpl2
ACTA1	Acta1
LCK	Lck
CHMP1B	2610002M06Rik
THAP11	Thap11
CCN1	Ccn1
JMJD6	Jmjd6
TDRD3	Tdrd3
BGN	Bgn
PTEN	Pten
FSHR	Fshr
SGCD	Sgcd
PHF10	Phf10
GNPAT	Gnpat
RPL3	Rpl3
LGALS3	Lgals3
FGF17	Fgf17
VANGL1	Vangl1
RPS12	Rps12
ZIC4	Zic4
RPS29	Gm14303
RPS7	Rps7
RPS8	Gm15501
ZIC5	Zic5
RPL36	Rpl36
PTH	Pth
DACT1	Dact1
CHRND	Chrnd
MAFF	Maff
GSDME	Gsdme
TOP1MT	Top1mt
NFKB2	Nfkb2
TPH2	Tph2
CTCF	Ctcf
ADGRV1	Adgrv1
PURA	Pura
MAFG	Mafg
MAFK	Mafk
POPDC3	Popdc3
BVES	Bves
TRPV5	Trpv5
TRPV6	Trpv6
COPA	Copa
COPB1	Copb1
COPB2	Copb2
SPARC	Sparc
GREM1	Grem1
CYP51A1	Cyp51
RBM24	Rbm24
APTX	Aptx
DLG4	Dlg4
BSX	Bsx
RUNX2	Runx2
IFNG	Ifng
SP7	Sp7
GFRA1	Gfra1
UBL3	Ubl3
NFE2L1	Nfe2l1
RND1	Rnd1
POU1F1	Pou1f1
GLCE	Glce
UTS2	Uts2
GFRA2	Gfra2
FIBP	Fibp
REN	Ren1
OSTF1	Ostf1
NLK	Nlk
CNR2	Cnr2
RHAG	Rhag
IL1B	Il1b
SYK	Syk
BLNK	Blnk
KCNH6	Kcnh6
TOB1	Tob1
PRDM5	Prdm5
PTPRU	Ptpru
CPSF1	Cpsf1
HINFP	Hinfp
EIF2S3	Eif2s3y
RPL14	Rpl14
FBL	Fbl
FBLL1	Fbll1
EXOSC8	Exosc8
NOC3L	Noc3l
DPY19L1	Dpy19l1
DPY19L2	Dpy19l2
CTDP1	Ctdp1
DDX27	Ddx27
POLA1	Pola1
GINS3	Gins3
PARVA	Parva
SMC1A	Smc1a
RPS3A	Rps3a2
SIX1	Six1
OXCT1	Oxct1
NRIP1	Nrip1
GNL3L	Gnl3l
PARD3	Pard3
MKLN1	Mkln1
SPRYD7	Spryd7
NDUFAB1	Ndufab1
GDF11	Gdf11
MPZL2	Mpzl2
RPSA	Rpsa
RB1	Rb1
ACTR3	Actr3
FAF1	Faf1
MOS	Mos
DKC1	Dkc1
MAPRE1	Mapre1
ADD3	Add3
GORASP2	Gorasp2
EGFL7	Egfl7
SMARCA2	Smarca2
DISP2	Disp2
RBM17	Rbm17
MED26	Med26
PLK4	Plk4
HNRNPU	Hnrnpu
RAB4A	Rab4a
CACNA1D	Cacna1d
DZIP1	Dzip1
SEPTIN2	Septin2
RGMA	Rgma
RGMB	Rgmb
SLC39A6	Slc39a6
KAT6A	Kat6a
HARBI1	Harbi1
NRP2	Nrp2
IFT88	Ift88
CENPM	Cenpm
IFT57	Ift57
IFT20	Ift20
IFT52	Ift52
NKX1-2	Nkx1-2
NKX1-1	Nkx1-1
RPS15	Rps15
SERAC1	Serac1
SCNM1	Scnm1
TAFAZZIN	Tafazzin
GNAI2	Gnai2
RPL23A	Rpl23a
RPL7	Rpl7
RPLP1	Gm10073
RPS15A	Rps15a
TIMM50	Timm50
CCM2	Ccm2
LTV1	Ltv1
UHRF1	Uhrf1
SNW1	Snw1
GNL3	Gnl3
HIC1	Hic1
HEG1	Heg1
IFT81	Ift81
POLR2D	Polr2d
TRNT1	Trnt1
CGA	Cga
SERPINB3	Serpinb3b
SERPINB6	Serpinb6e
SERPINB9	Serpinb9c
SERPINB8	Serpinb8
SERPINB13	Serpinb13
SERPINB2	Serpinb2
SERPINB1	Serpinb1a
MRPS33	Mrps33
CTTN	Cttn
MCM3AP	Mcm3ap
CDIPT	Cdipt
CTSB	Ctsb
POLR1C	Polr1c
TRAPPC11	Trappc11
MYBBP1A	Mybbp1a
WDR46	Wdr46
POMZP3	Zp3
GET1	Get1
B4GALT7	B4galt7
MED19	Med19
NKAP	Nkap
NKAPL	Nkapl
CLINT1	Clint1
ALDH2	Aldh2
PDCD7	Pdcd7
DDX18	Ddx18
RANBP1	Ranbp1
SOX4	Sox4
NEK1	Nek1
SURF6	Surf6
SFPQ	Sfpq
BRAF	Braf
PLXND1	Plxnd1
PRKCB	Prkcb
RBM42	Rbm42
SPRY2	Spry2
OBSCN	Obscn
SPEG	Speg
CAPRIN2	Caprin2
RNF114	Rnf114
ENO2	Eno2
ASZ1	Asz1
RFNG	Rfng
CDH5	Cdh5
RABAC1	Rabac1
CHCHD3	Chchd3
KLHL31	Klhl31
MYO6	Myo6
GPR34	Gpr34
HRH3	Hrh3
PLXNA4	Plxna4
VPS35	Vps35
GPN3	Gpn3
AQP3	Aqp3
HELT	Helt
PSMB1	Psmb1
RNF113A	Rnf113a1
RELA	Rela
JPT1	Jpt1
AGXT	Agxt
SNRNP70	Snrnp70
DDX56	Ddx56
KDM6B	Kdm6b
DSTYK	Dstyk
NOMO1	Nomo1
ZNF511	Zfp511
FUOM	Fuom
PSMB11	Psmb11
SLC7A8	Slc7a8
IFT172	Ift172
CSTF3	Cstf3
DNAAF11	Lrrc6
LGALSL	Lgalsl
SF3B1	Sf3b1
RAB3GAP2	Rab3gap2
PUF60	Puf60
PKD2	Pkd2
RAB36	Rab36
SYCP1	Sycp1
DNAI1	Dnai1
ROBO4	Robo4
LANCL1	Lancl1
GTPBP4	Gtpbp4
SF3B5	Sf3b5
DDX51	Ddx51
BCL9L	Bcl9l
HSD17B2	Hsd17b2
PYGB	Pygb
PABPC1	Pabpc1
RBBP6	Rbbp6
NXF3	Nxf3
NXF1	Nxf1
NXF2B	Nxf2
CENPL	Cenpl
USPL1	Uspl1
CFAP298	Cfap298
SNRPF	Snrpf
RPL28	Rpl28
RCL1	Rcl1
OFD1	Ofd1
PRPF3	Prpf3
RFC4	Rfc4
AKIRIN2	Akirin2
ATP2A2	Atp2a2
BCR	Bcr
MYLK3	Mylk3
RRM2B	Rrm2b
NCLN	Ncln
TRIM33	Trim33
CMTM6	Cmtm6
SLC35D1	Slc35d1
DNAAF6	Dnaaf6b
PLCB3	Plcb3
PLK1	Plk1
POLB	Polb
GLE1	Gle1
SRP68	Srp68
ECT2	Ect2
SARS1	Sars
ABCE1	Abce1
HSD17B1	Hsd17b1
HBG1	Hbb-bh1
EIF3M	Eif3m
RPL19	Rpl19
ATP6V1F	Atp6v1f
P2RY4	P2ry4
ARR3	Arr3
NKRF	Nkrf
SLC25A43	Slc25a43
RFC5	Rfc5
ITGA5	Itga5
SF3A3	Sf3a3
SLC6A13	Slc6a13
SYNPR	Synpr
PDE6A	Pde6a
RPL9	Rpl9
MINDY2	Mindy2
RFX4	Rfx4
ABHD11	Abhd11
NHSL1	Nhsl1
SYCP3	Gm2012
FAM9B	Xlr5b
FAM9C	Xlr3c
RAD9B	Rad9b
RACGAP1	Racgap1
DNAJB13	Dnajb13
TRAIP	Traip
GCC1	Gcc1
ZP2	Zp2
ODAD4	Odad4
SCCPDH	Sccpdh
SLC35F2	Slc35f2
RIC8B	Ric8b
GRID2	Grid2
ORC1	Orc1
SNRPA	Snrpa
MYDGF	Mydgf
NDC80	Ndc80
CELSR1	Celsr1
PKD2L1	Pkd2l1
EHHADH	Tuba8
KRI1	Kri1
CNOT1	Cnot1
EPCAM	Epcam
S100A1	S100a1
CACNA2D3	Cacna2d3
TXNIP	Txnip
ADAM10	Adam10
ATG4B	Atg4b
CNTROB	Cntrob
CDC20	Cdc20
ATP6V0D1	Atp6v0d1
MRPL17	Mrpl17
CHMP6	Chmp6
WDR33	Wdr33
CDHR1	Cdhr1
LRIT1	Lrit1
RGR	Rgr
CLTC	Cltc
WDR55	Wdr55
TLK1	Tlk1
GYPC	Gypc
BOC	Boc
WEE1	Wee1
GTF3A	Gtf3a
NOP10	Nop10
CAP1	Cap1
KIAA1755	D630003M21Rik
RCVRN	Rcvrn
NPY2R	Npy2r
MET	Met
KARS1	Kars
EFNA1	Efna1
GTPBP1	Gtpbp1
POLR1F	Polr1f
POLR2B	Polr2b
FBXO5	Fbxo5
TAF1B	Taf1b
CDK2	Cdk2
COL10A1	Col10a1
GOT2	Got2
SHBG	Shbg
PRMT2	Prmt2
NKX6-1	Nkx6-1
CFL1	Cfl1
BRK1	Brk1
POSTN	Postn
REEP5	Reep5
LCN8	Lcn8
OBP2A	Obp2b
LCN15	Mup13
LCN12	Lcn12
LCN1	Lcn3
LCN6	Lcn6
LCN10	Lcn10
PTGDS	Ptgds
LCN2	Lcn2
LCN9	Lcn9
PRMT3	Prmt3
CARM1	Carm1
PRMT6	Prmt6
PRMT7	Prmt7
PRMT8	Prmt8
COL5A1	Col5a1
ASPN	Aspn
KRT24	Krt24
KRT40	Krt40
KRT33A	Krt33b
KRT39	Krt39
KRT16	Krt16
KRT23	Krt23
KRT27	Krt27
KRT14	Krt14
KRT13	Krt13
KRT15	Krt15
KRT17	Krt17
KRT34	Krt34
KRT9	Krt9
KRT26	Krt26
KRT19	Krt19
KRT12	Krt12
KRT35	Krt35
KRT20	Krt20
KRT32	Krt32
KRT28	Krt28
KRT25	Krt25
KRT31	Krt31
AP2M1	Ap2m1
SERF1A	Serf1
SERF2	Serf2
RNF141	Rnf141
F11R	F11r
ASAH2	Asah2
CCDC80	Ccdc80
HLA-DOA	H2-Oa
HLA-DQA1	H2-Aa
VTN	Vtn
CHGA	Chga
DMRTA2	Dmrta2
SYPL2	Sypl2
YJU2B	Ccdc130
DVL2	Dvl2
ZMYND8	Zmynd8
ARL6IP1	Arl6ip1
AICDA	Aicda
NCF4	Ncf4
MRGBP	Mrgbp
TMPRSS4	Tmprss4
EXTL3	Extl3
EXT2	Ext2
SP8	Sp8
ZNF143	Zfp143
MMGT1	Mmgt2
MFNG	Mfng
CARS1	Cars
BHLHE22	Bhlhe22
MAGI1	Magi1
DYNLT3	Dynlt3
UNC5B	Unc5b
ATP2A1	Atp2a1
MAGOH	Magoh
MAGOHB	Magohb
PRNP	Prnp
GPRC6A	Gprc6a
MAG	Mag
TFRC	Tfrc
TFR2	Tfr2
PGD	Pgd
ANKFY1	Ankfy1
ZZEF1	Zzef1
PITX3	Pitx3
PPM1D	Ppm1d
GPX2	Gpx2
GPX1	Gpx1
ARG2	Arg2
STX4	Stx4a
HMGB1	Gm21596
NSG2	Nsg2
SDCBP2	Sdcbp2
SDCBP	Sdcbp
DPF2	Dpf2
PABPC1L	Pabpc1l
CUEDC2	Cuedc2
CCNC	Ccnc
RPS3	Rps3
MYL6B	Myl6b
MYL6	Myl6
GNG5	Gng5-ps
SLC17A6	Slc17a6
EIF6	Eif6
DLD	Dld
C11orf68	AI837181
FAM91A1	Fam91a1
CISD2	Cisd2
KCMF1	Kcmf1
CCDC124	Ccdc124
EEPD1	Eepd1
SMIM14	Smim14
NEIL1	Neil1
PSMA5	Psma5
MMADHC	Mmadhc
RGN	Rgn
FBXO25	Fbxo25
DRG2	Drg2
WDFY2	Wdfy2
RAB22A	Rab22a
AP1M2	Ap1m2
PERP	Perp
OTOP2	Otop2
NR1D1	Nr1d1
TRPA1	Trpa1
FUT8	Fut8
CAD	Cad
PEX12	Pex12
SLC6A5	Slc6a5
SLC6A9	Slc6a9
SLC17A7	Slc17a7
EEF2	Eef2
RHPN2	Rhpn2
TUBA4A	Tuba4a
RALY	Raly
UTP15	Utp15
BCL7A	Bcl7a
CNDP2	Cndp2
TUBAL3	Tubal3
SEH1L	Seh1l
COTL1	Cotl1
VDAC2	Vdac2
VPS26A	Vps26a
RAD23B	Rad23b
TMEM263	Tmem263
BCS1L	Bcs1l
WDR45	Wdr45
TES	Tesl1
PSMD10	Psmd10
UBE2W	Ube2w
WDR91	Wdr91
BGLAP	Bglap2
ANKRD46	Ankrd46
C12orf57	Grcc10
SYNCRIP	Syncrip
ZMAT2	Zmat2
NAPA	Napa
LRRC40	Lrrc40
FAM43A	Fam43a
DEF6	Def6
SH3BGRL	Sh3bgrl
CHMP1A	Chmp1a
RER1	Rer1
SPG21	Spg21
TADA1	Tada1
CCT8	Cct8
PARN	Parn
RNASEH2A	Rnaseh2a
HPD	Hpd
EMC2	Emc2
GABARAPL2	Gabarapl2
ZNF706	Zfp706
RABL3	Rabl3
PVALB	Pvalb
GLDN	Gldn
MMP24	Mmp24
ESYT1	Esyt1
COX6C	Cox6c
TOMM34	Tomm34
KANK2	Kank2
PRXL2B	Prxl2b
ATP5MF-PTCD1	Ptcd1
PCOLCE	Pcolce
DHX15	Dhx15
PFDN5	Pfdn5
CHD4	Chd4
TBP	Tbp
PPARGC1B	Ppargc1b
ARRB2	Arrb2
GSX1	Gsx1
HSF2BP	Hsf2bp
ZFP64	Zfp64
FBXO6	Fbxo6
FBXO2	Fbxo2
FBXO44	Fbxo44
GNA13	Gna13
CCN2	Ccn2
CRYGS	Crygs
BNIP3	Bnip3
RHOV	Rhov
NUP205	Nup205
GSN	Gsn
YES1	Yes1
MICAL3	Mical3
HSPB1	Hspb1
RHCG	Rhcg
GCM2	Gcm2
GPR151	Gpr151
ETF1	Etf1
GDI2	Gdi2
CPSF6	Cpsf6
PCBP2	Pcbp2
PCBP1	Pcbp1
CNOT3	Cnot3
EEF1B2	Eef1b2
PAK1IP1	Pak1ip1
CDC42	Cdc42
UNC119B	Unc119b
PSMD13	Psmd13
TSPAN31	Tspan31
STAMBP	Stambp
RMND5B	Rmnd5b
EMC3	Emc3
UFM1	Ufm1
YKT6	Ykt6
SNX12	Snx12
WDR1	Wdr1
BUB3	Bub3
FRYL	Fryl
LBX1	Lbx1
SDHAF4	Sdhaf4
FICD	Ficd
SART3	Sart3
CORO1C	Coro1c
ENTPD2	Entpd2
NELFB	Nelfb
EHMT1	Ehmt1
PHACTR2	Phactr2
COG2	Cog2
PGBD5	Pgbd5
SOX12	Sox12
PNP	Pnp
C20orf96	6820408C15Rik
SLC10A4	Slc10a4
GATB	Gatb
ANKRD33B	Ankrd33b
ROPN1L	Ropn1l
NAT1	Nat1
SAT1	Sat1
ACOT9	Acot9
ZNF668	Zfp668
LRG1	Lrg1
TMPRSS3	Tmprss3
CBLB	Cblb
SLAIN2	Slain2
ITPK1	Itpk1
AHSA1	Ahsa1
AHSA2P	Ahsa2
SEL1L	Sel1l
SEL1L2	Sel1l2
NCSTN	Ncstn
RWDD2B	Rwdd2b
HEBP2	Hebp2
TNFRSF21	Tnfrsf21
PALLD	Palld
FGF5	Fgf5
TLN1	Tln1
UNC119	Unc119
FGF23	Fgf23
IL15	Il15
HAGH	Hagh
ARFGAP3	Arfgap3
PPIH	Ppih
SMARCA5	Smarca5
MCAM	Mcam
GLI3	Gli3
OPA3	Opa3
VEPH1	Veph1
HGF	Hgf
C2CD2L	C2cd2l
IRX4	Irx4
IRX6	Irx6
TLL1	Tll1
TENT4A	Tent4a
ST6GALNAC5	St6galnac5
TENT4B	Tent4b
SYNJ1	Synj1
LHX8	Lhx8
LHX6	Lhx6
NPB	Npb
NPW	Npw
FLNB	Flnb
GOLIM4	Golim4
GNL2	Gnl2
SNIP1	Snip1
MYO3A	Myo3a
MAP2K2	Map2k2
MYO5A	Myo5a
MBD6	Mbd6
HLA-DRB1	H2-Eb2
HLA-DOB	H2-Ob
HSPA5	Hspa5
CSTA	Cstdc5
CSTB	Cstb
PTH2	Pth2
PDAP1	Pdap1
ALDH3A2	Aldh3a2
ALDH3A1	Aldh3a1
MSH2	Msh2
CRIP1	Crip1
LGALS9	Lgals9
LMAN2L	Lman2l
EPN1	Epn1
EXT1	Ext1
EXTL1	Extl1
SMCHD1	Smchd1
CYP26B1	Cyp26b1
MUSK	Musk
GLCCI1	Glcci1
PTPRN	Ptprn
PTPRN2	Ptprn2
RSPO3	Rspo3
HSD17B12	Hsd17b12
NFKBIA	Nfkbia
HEYL	Heyl
REL	Rel
BHMT2	Bhmt2
BHMT	Bhmt
MATN3	Matn3
GADD45B	Gadd45b
GNA12	Gna12
XIRP1	Xirp1
DLG2	Dlg2
FGF11	Fgf11
GDF9	Gdf9
TCF7	Tcf7
KCNJ8	Kcnj8
DLG1	Dlg1
GJA4	Gja4
CRYGN	Crygn
EIF2AK2	Eif2ak2
HAPLN1	Hapln1
TIA1	Tia1
TGIF1	Tgif1
ORC3	Orc3
VPS37A	Vps37a
ZFAND6	Zfand6
CYRIB	Cyrib
PRELID1	Prelid1
SDHA	Sdha
NELFE	Nelfe
C9orf72	C9orf72
DGCR6	Dgcr6
CTSA	Ctsa
JPT2	Jpt2
ADCYAP1R1	Adcyap1r1
GHRHR	Ghrhr
TTC32	Ttc32
LAPTM4A	Laptm4a
TNF	Tnf
LGALS2	Lgals2
EIF4G2	Eif4g2
NOL10	Nol10
ITGA11	Itga11
NSD3	Nsd3
KIF7	Kif7
KDM5B	Kdm5b
MTMR12	Mtmr12
OCLN	Ocln
XRCC5	Xrcc5
FLT1	Flt1
STC2	Stc2
PHOX2B	Phox2b
PTGES	Ptges
OPHN1	Ophn1
EDNRA	Ednra
MATN4	Matn4
RBPJL	Rbpjl
TMSB10	Tmsb10
CNGA2	Cnga2
MATN1	Matn1
RLN3	Rln3
INSL5	Insl5
