GeneName	MGI_id	FeatureType	HumanGeneName
Slc6a11	MGI:95630	Gene	SLC6A11
Gad1	MGI:95632	Gene	GAD1
Gad1-ps	MGI:95633	Pseudogene	
Gad2	MGI:95634	Gene	GAD2
Galc	MGI:95636	Gene	GALC
Gal	MGI:95637	Gene	GAL
Galt	MGI:95638	Gene	GALT
Gap43	MGI:95639	Gene	GAP43
Gapdh	MGI:95640	Gene	GAPDH
Gapdhs	MGI:95653	Gene	GAPDHS
Gart	MGI:95654	Gene	GART
Gas1	MGI:95655	Gene	GAS1
Gas2	MGI:95657	Gene	GAS2
Gas5	MGI:95659	Gene	GAS5
Gas6	MGI:95660	Gene	GAS6
Gata1	MGI:95661	Gene	GATA1
Gata2	MGI:95662	Gene	GATA2
Gata3	MGI:95663	Gene	GATA3
Gata4	MGI:95664	Gene	GATA4
Gba	MGI:95665	Gene	GBA
Gbp2b	MGI:95666	Gene	GBP2
Gbx1	MGI:95667	Gene	GBX1
Gbx2	MGI:95668	Gene	GBX2
Gc	MGI:95669	Gene	GC
Gcg	MGI:95674	Gene	GCG
Gch1	MGI:95675	Gene	GCH1
Gcnt1	MGI:95676	Gene	GCNT1
Gda	MGI:95678	Gene	GDA
Gpd1	MGI:95679	Gene	GPD1
Gdf1	MGI:95683	Gene	GDF1
Gdf10	MGI:95684	Gene	GDF10
Gdf3	MGI:95686	Gene	GDF3
Gdf5	MGI:95688	Gene	GDF5
Gdf6	MGI:95689	Gene	GDF6
Gdf7	MGI:95690	Gene	GDF7
Mstn	MGI:95691	Gene	MSTN
Gdf9	MGI:95692	Gene	GDF9
Gfap	MGI:95697	Gene	GFAP
Gfpt1	MGI:95698	Gene	GFPT1
Ggct	MGI:95700	Gene	GGCT
Ggta1	MGI:95704	Gene	GGTA1
B4galt1	MGI:95705	Gene	B4GALT1
Ggt1	MGI:95706	Gene	GGT1
Gh	MGI:95707	Gene	CSH1
Ghr	MGI:95708	Gene	GHR
Ghrh	MGI:95709	Gene	GHRH
Ghrhr	MGI:95710	Gene	GHRHR
Gpr83	MGI:95712	Gene	GPR83
Gja1	MGI:95713	Gene	GJA1
Gja3	MGI:95714	Gene	GJA3
Gja4	MGI:95715	Gene	GJA4
Gja5	MGI:95716	Gene	GJA5
Gja6	MGI:95717	Gene	GJA1
Gjc1	MGI:95718	Gene	GJC1
Gjb1	MGI:95719	Gene	GJB1
Gjb2	MGI:95720	Gene	GJB2
Gjb3	MGI:95721	Gene	GJB3
Gjb4	MGI:95722	Gene	GJB4
Gjb5	MGI:95723	Gene	GJB5
Gli1	MGI:95727	Gene	GLI1
Gli2	MGI:95728	Gene	GLI2
Gli3	MGI:95729	Gene	GLI3
Galk1	MGI:95730	Gene	GALK1
Glul	MGI:95739	Gene	GLUL
Glns-ps1	MGI:95740	Pseudogene	
Glo1	MGI:95742	Gene	GLO1
Hagh	MGI:95745	Gene	HAGH
Glra1	MGI:95747	Gene	GLRA1
Glra2	MGI:95748	Gene	GLRA2
Glra3	MGI:95749	Gene	GLRA3
Glra4	MGI:95750	Gene	GLRA4
Glrb	MGI:95751	Gene	GLRB
Gls	MGI:95752	Gene	GLS
Glud1	MGI:95753	Gene	GLUD1
Glud-ps	MGI:95754	Pseudogene	
Slc2a1	MGI:95755	Gene	SLC2A1
Slc2a3	MGI:95757	Gene	SLC2A14
Slc2a4	MGI:95758	Gene	SLC2A4
Glycam1	MGI:95759	Gene	GLYCAM1
Slc6a9	MGI:95760	Gene	SLC6A9
Gm2a	MGI:95762	Gene	GM2A
Gnl1	MGI:95764	Gene	GNL1
Gna11	MGI:95766	Gene	GNA11
Gna12	MGI:95767	Gene	GNA12
Gna13	MGI:95768	Gene	GNA13
Gna14	MGI:95769	Gene	GNA14
Gna15	MGI:95770	Gene	GNA15
Gnai1	MGI:95771	Gene	GNAI1
Gnai2	MGI:95772	Gene	GNAI2
Gnai3	MGI:95773	Gene	GNAI3
Gnal	MGI:95774	Gene	GNAL
Gnao1	MGI:95775	Gene	GNAO1
Gnaq	MGI:95776	Gene	GNAQ
Gnas	MGI:95777	Gene	GNAS
Gnat1	MGI:95778	Gene	GNAT1
Gnat2	MGI:95779	Gene	GNAT2
Gnaz	MGI:95780	Gene	GNAZ
Gnb1	MGI:95781	Gene	GNB1
Gnb2	MGI:95784	Gene	GNB2
Gnb3	MGI:95785	Gene	GNB3
Gng7	MGI:95787	Gene	GNG7
Gnrh1	MGI:95789	Gene	GNRH1
Gnrhr	MGI:95790	Gene	GNRHR
Got1	MGI:95791	Gene	GOT1
Got2	MGI:95792	Gene	GOT2
Lrp2	MGI:95794	Gene	LRP2
Gpi1	MGI:95797	Gene	GPI
Grk4	MGI:95801	Gene	GRK4
Gpt	MGI:95802	Gene	GPT
Gsr	MGI:95804	Gene	GSR
Grb2	MGI:95805	Gene	GRB2
Tle5	MGI:95806	Gene	TLE5
Gria1	MGI:95808	Gene	GRIA1
Gria2	MGI:95809	Gene	GRIA2
Gria3	MGI:95810	Gene	GRIA3
Gria4	MGI:95811	Gene	GRIA4
Grid1	MGI:95812	Gene	GRID1
Grid2	MGI:95813	Gene	GRID2
Grik1	MGI:95814	Gene	GRIK1
Grik2	MGI:95815	Gene	GRIK2
Grik3	MGI:95816	Gene	GRIK3
Grik4	MGI:95817	Gene	GRIK4
Grik5	MGI:95818	Gene	GRIK5
Grin1	MGI:95819	Gene	GRIN1
Grin2a	MGI:95820	Gene	GRIN2A
Grin2b	MGI:95821	Gene	GRIN2B
Grin2c	MGI:95822	Gene	GRIN2C
Grin2d	MGI:95823	Gene	GRIN2D
Nr3c1	MGI:95824	Gene	NR3C1
Grn	MGI:95832	Gene	GRN
Grp	MGI:95833	Gene	GRP
Pdia3	MGI:95834	Gene	PDIA3
Hspa5	MGI:95835	Gene	HSPA5
Grpr	MGI:95836	Gene	GRPR
Gsc	MGI:95841	Gene	GSC
Gsx1	MGI:95842	Gene	GSX1
Gsx2	MGI:95843	Gene	GSX2
Gsn	MGI:95851	Gene	GSN
Gss	MGI:95852	Gene	GSS
Gsta3	MGI:95856	Gene	GSTA3
Gstm1	MGI:95860	Gene	GSTM1
Gstm2	MGI:95861	Gene	GSTM1
Gstm4	MGI:95862	Gene	GSTM4
Gsta2	MGI:95863	Gene	GSTA1
Gstp2	MGI:95864	Gene	GSTP1
Gstp1	MGI:95865	Gene	GSTP1
Guk1	MGI:95871	Gene	GUK1
Gusb	MGI:95872	Gene	GUSB
Gypa	MGI:95880	Gene	GYPA
H13	MGI:95886	Gene	HM13
H19	MGI:95891	Gene	
H1f0	MGI:95893	Gene	H1-0
H2-Aa	MGI:95895	Gene	HLA-DQA1
H2-D1	MGI:95896	Gene	HLA-A
H2-Ea	MGI:95900	Pseudogene	HLA-DRA
H2-Eb1	MGI:95901	Gene	HLA-DRB1
H2-Eb2	MGI:95902	Gene	HLA-DRB1
H2-K1	MGI:95904	Gene	HLA-A
H2-K2	MGI:95906	Pseudogene	
Pfdn6	MGI:95908	Gene	PFDN6
Slc39a7	MGI:95909	Gene	SLC39A7
H2-Ke6	MGI:95911	Gene	HSD17B8
H2-M1	MGI:95913	Gene	HLA-E
H2-M2	MGI:95914	Gene	HLA-E
H2-M3	MGI:95915	Gene	HLA-E
H2-M4-ps	MGI:95916	Pseudogene	
H2-M5	MGI:95917	Gene	HLA-E
H2-M6-ps	MGI:95918	Pseudogene	
H2-DMa	MGI:95921	Gene	HLA-DMA
H2-DMb1	MGI:95922	Gene	HLA-DMB
H2-DMb2	MGI:95923	Gene	HLA-DMB
H2-Oa	MGI:95924	Gene	HLA-DOA
H2-Ob	MGI:95925	Gene	HLA-DOB
H2-Pb	MGI:95926	Pseudogene	
H2-Q1	MGI:95928	Gene	HLA-B
H2-Q10	MGI:95929	Gene	HLA-B
H2-Q2	MGI:95931	Gene	HLA-B
H2-Q3	MGI:95932	Pseudogene	
H2-Q4	MGI:95933	Gene	HLA-E
H2-Q5	MGI:95934	Pseudogene	
H2-Q6	MGI:95935	Gene	HLA-E
H2-Q7	MGI:95936	Gene	HLA-E
H2-Q9	MGI:95938	Gene	
H2-T10	MGI:95942	Pseudogene	
H2-T22	MGI:95956	Gene	HLA-E
H2-T23	MGI:95957	Gene	HLA-E
H2-T24	MGI:95958	Gene	
H2-T3	MGI:95959	Gene	HLA-A
Ifi44l	MGI:95975	Gene	IFI44L
Selenos	MGI:95994	Gene	SELENOS
Hadh	MGI:96009	Gene	HADH
Hal	MGI:96010	Gene	HAL
Hao1	MGI:96011	Gene	HAO1
Hao2	MGI:96012	Gene	HAO2
Hat1	MGI:96013	Gene	HAT1
Hba-a1	MGI:96015	Gene	HBA2
Hba-a2	MGI:96016	Gene	
Hba-ps3	MGI:96017	Pseudogene	
Hba-ps4	MGI:96018	Pseudogene	
Hba-x	MGI:96019	Gene	HBZ
Hbb-bh0	MGI:96023	Pseudogene	
Hbb-bh1	MGI:96024	Gene	HBG1
Hbb-bh2	MGI:96025	Gene	HBB
Hbb-bh3	MGI:96026	Pseudogene	
Hbb-y	MGI:96027	Gene	HBE1
Hc	MGI:96031	Gene	C5
Serpind1	MGI:96051	Gene	SERPIND1
Hck	MGI:96052	Gene	HCK
Ptpn6	MGI:96055	Gene	PTPN6
Hdc	MGI:96062	Gene	HDC
Htt	MGI:96067	Gene	HTT
Hbegf	MGI:96070	Gene	HBEGF
Hesx1	MGI:96071	Gene	HESX1
Hexa	MGI:96073	Gene	HEXA
Hexb	MGI:96074	Gene	HEXB
Hgd	MGI:96078	Gene	HGD
Hgf	MGI:96079	Gene	HGF
Mst1	MGI:96080	Gene	MST1
Nrg1	MGI:96083	Gene	NRG1
Hhex	MGI:96086	Gene	HHEX
Asmt	MGI:96090	Gene	ASMT
Vis1	MGI:96091	Gene	
H2ac18	MGI:96097	Gene	H2AC18
Hivep1	MGI:96100	Gene	HIVEP1
Hk1	MGI:96103	Gene	HK1
Hlf	MGI:96108	Gene	HLF
Hlx	MGI:96109	Gene	HLX
Hmbs	MGI:96112	Gene	HMBS
Hmgb1	MGI:96113	Gene	HMGB1
Hmgb1-ps8	MGI:96114	Pseudogene	
Hmgb1-ps9	MGI:96115	Pseudogene	
Hmgn1	MGI:96120	Gene	HMGN1
Hmgn2	MGI:96136	Gene	HMGN2
Hmgb2	MGI:96157	Gene	HMGB2
Hmgcl	MGI:96158	Gene	HMGCL
Hmgcr	MGI:96159	Gene	HMGCR
Hmga1	MGI:96160	Gene	HMGA1
Hmga1b	MGI:96161	Gene	HMGA1
Hmox1	MGI:96163	Gene	HMOX1
Hoxa1	MGI:96170	Gene	HOXA1
Hoxa10	MGI:96171	Gene	HOXA10
Hoxa11	MGI:96172	Gene	HOXA11
Hoxa13	MGI:96173	Gene	HOXA13
Hoxa2	MGI:96174	Gene	HOXA2
Hoxa3	MGI:96175	Gene	HOXA3
Hoxa4	MGI:96176	Gene	HOXA4
Hoxa5	MGI:96177	Gene	HOXA5
Hoxa6	MGI:96178	Gene	HOXA6
Hoxa7	MGI:96179	Gene	HOXA7
Hoxa9	MGI:96180	Gene	HOXA9
Hoxb1	MGI:96182	Gene	HOXB1
Hoxb2	MGI:96183	Gene	HOXB2
Hoxb3	MGI:96184	Gene	HOXB3
Hoxb4	MGI:96185	Gene	HOXB4
Hoxb5	MGI:96186	Gene	HOXB5
Hoxb6	MGI:96187	Gene	HOXB6
Hoxb7	MGI:96188	Gene	HOXB7
Hoxb8	MGI:96189	Gene	HOXB8
Hoxb9	MGI:96190	Gene	HOXB9
Hoxc10	MGI:96192	Gene	HOXC10
Hoxc11	MGI:96193	Gene	HOXC11
Hoxc12	MGI:96194	Gene	HOXC12
Hoxc4	MGI:96195	Gene	HOXC4
Hoxc5	MGI:96196	Gene	HOXC5
Hoxc6	MGI:96197	Gene	HOXC6
Hoxc8	MGI:96198	Gene	HOXC8
Hoxc9	MGI:96199	Gene	HOXC9
Hoxd1	MGI:96201	Gene	HOXD1
Hoxd10	MGI:96202	Gene	HOXD10
Hoxd11	MGI:96203	Gene	HOXD11
Hoxd12	MGI:96204	Gene	HOXD12
Hoxd13	MGI:96205	Gene	HOXD13
Hoxd3	MGI:96207	Gene	HOXD3
Hoxd4	MGI:96208	Gene	HOXD4
Hoxd8	MGI:96209	Gene	HOXD8
Hoxd9	MGI:96210	Gene	HOXD9
Hp	MGI:96211	Gene	HP
Hpd	MGI:96213	Gene	HPD
Lipc	MGI:96216	Gene	LIPC
Hprt	MGI:96217	Gene	HPRT1
Hr	MGI:96223	Gene	HR
Hras	MGI:96224	Gene	HRAS
Hrc	MGI:96226	Gene	HRC
Hspa1l	MGI:96231	Gene	HSPA1L
Hsd3b1	MGI:96233	Gene	HSD3B1
Hsd3b2	MGI:96234	Gene	HSD3B1
Hsd3b3	MGI:96235	Gene	HSD3B1
Hsd3b4	MGI:96236	Gene	HSD3B1
Hsf1	MGI:96238	Gene	HSF1
Hsf2	MGI:96239	Gene	HSF2
Hspb1	MGI:96240	Gene	HSPB1
Hsp25-ps1	MGI:96241	Pseudogene	
Hspd1	MGI:96242	Gene	HSPD1
Hspa2	MGI:96243	Gene	HSPA2
Hspa1a	MGI:96244	Gene	HSPA1A
Hspa9	MGI:96245	Gene	HSPA9
Hspa9-ps1	MGI:96246	Pseudogene	
Hsp90ab1	MGI:96247	Gene	HSP90AB1
Hsp90aa1	MGI:96250	Gene	HSP90AA1
Hspg2	MGI:96257	Gene	HSPG2
Ranbp1	MGI:96269	Gene	RANBP1
Trmt2a	MGI:96270	Gene	TRMT2A
Htr1a	MGI:96273	Gene	HTR1A
Htr1b	MGI:96274	Gene	HTR1B
Htr1d	MGI:96276	Gene	HTR1D
Htr2c	MGI:96281	Gene	HTR2C
Htr3a	MGI:96282	Gene	HTR3A
Htr5a	MGI:96283	Gene	HTR5A
Htr5b	MGI:96284	Gene	
Slc6a4	MGI:96285	Gene	SLC6A4
Hyal1	MGI:96298	Gene	HYAL1
Iapp	MGI:96382	Gene	IAPP
Ibsp	MGI:96389	Gene	IBSP
Ica1	MGI:96391	Gene	ICA1
Icam1	MGI:96392	Gene	ICAM1
Icam2	MGI:96394	Gene	ICAM2
Irf8	MGI:96395	Gene	IRF8
Id1	MGI:96396	Gene	ID1
Id2	MGI:96397	Gene	ID2
Id3	MGI:96398	Gene	ID3
Ide	MGI:96412	Gene	IDE
Idh1	MGI:96413	Gene	IDH1
Idh2	MGI:96414	Gene	IDH2
Ido1	MGI:96416	Gene	IDO1
Ids	MGI:96417	Gene	IDS
Idua	MGI:96418	Gene	IDUA
Ifi203	MGI:96428	Gene	
Ifi204	MGI:96429	Gene	IFI16
Cd79b	MGI:96431	Gene	CD79B
Igf1	MGI:96432	Gene	IGF1
Igf1r	MGI:96433	Gene	IGF1R
Igf2	MGI:96434	Gene	IGF2
Igf2r	MGI:96435	Gene	IGF2R
Igfbp1	MGI:96436	Gene	IGFBP1
Igfbp2	MGI:96437	Gene	IGFBP2
Igfbp3	MGI:96438	Gene	IGFBP3
Igfbp4	MGI:96439	Gene	IGFBP4
Igfbp5	MGI:96440	Gene	IGFBP5
Igfbp6	MGI:96441	Gene	IGFBP6
Igha	MGI:96444	Gene	
Ighg2b	MGI:96445	Gene	IGHG1
Ighg1	MGI:96446	Gene	IGHG1
Ighd	MGI:96447	Gene	IGHD
Ighm	MGI:96448	Gene	IGHM
Jchain	MGI:96493	Gene	JCHAIN
Igkc	MGI:96495	Gene	IGKC
Igkv15-103	MGI:96513	Gene	
Igkv13-84	MGI:96514	Gene	
Rbpj	MGI:96522	Gene	RBPJ
Rbpj-ps1	MGI:96523	Pseudogene	
Rbpj-ps2	MGI:96524	Pseudogene	
Rbpj-ps3	MGI:96525	Pseudogene	
Igll1	MGI:96529	Gene	IGLC3
Iglv1	MGI:96530	Gene	IGLV7-43
Ihh	MGI:96533	Gene	IHH
Cd74	MGI:96534	Gene	CD74
Il10	MGI:96537	Gene	IL10
Il10ra	MGI:96538	Gene	IL10RA
Il12a	MGI:96539	Gene	IL12A
Il12b	MGI:96540	Gene	IL12B
Il13	MGI:96541	Gene	IL13
Il1a	MGI:96542	Gene	IL1A
Il1b	MGI:96543	Gene	IL1B
Casp1	MGI:96544	Gene	CASP1
Il1r1	MGI:96545	Gene	IL1R1
Il1r2	MGI:96546	Gene	IL1R2
Il1rn	MGI:96547	Gene	IL1RN
Il2	MGI:96548	Gene	IL2
Il2ra	MGI:96549	Gene	IL2RA
Il2rb	MGI:96550	Gene	IL2RB
Il2rg	MGI:96551	Gene	IL2RG
Il3	MGI:96552	Gene	IL3
Il3ra	MGI:96553	Gene	IL3RA
Il4	MGI:96556	Gene	IL4
Il5	MGI:96557	Gene	IL5
Il5ra	MGI:96558	Gene	IL5RA
Il6	MGI:96559	Gene	IL6
Il6st	MGI:96560	Gene	IL6ST
Il7	MGI:96561	Gene	IL7
Il7r	MGI:96562	Gene	IL7R
Il9	MGI:96563	Gene	IL9
Il9r	MGI:96564	Gene	IL9R
Fabp6	MGI:96565	Gene	FABP6
Impdh1	MGI:96567	Gene	IMPDH1
Ina	MGI:96568	Gene	INA
Inha	MGI:96569	Gene	INHA
Inhba	MGI:96570	Gene	INHBA
Inhbb	MGI:96571	Gene	INHBB
Ins1	MGI:96572	Gene	INS
Ins2	MGI:96573	Gene	INS
Insr	MGI:96575	Gene	INSR
Ipp	MGI:96581	Gene	IPP
Irf1	MGI:96590	Gene	IRF1
Irf2	MGI:96591	Gene	IRF2
Itga1	MGI:96599	Gene	ITGA1
Itga2	MGI:96600	Gene	ITGA2
Itga2b	MGI:96601	Gene	ITGA2B
Itga3	MGI:96602	Gene	ITGA3
Itga4	MGI:96603	Gene	ITGA4
Itga5	MGI:96604	Gene	ITGA5
Itga6	MGI:96605	Gene	ITGA6
Itgal	MGI:96606	Gene	ITGAL
Itgam	MGI:96607	Gene	ITGAM
Itgav	MGI:96608	Gene	ITGAV
Itgax	MGI:96609	Gene	ITGAX
Itgb1	MGI:96610	Gene	ITGB1
Itgb2	MGI:96611	Gene	ITGB2
Itgb3	MGI:96612	Gene	ITGB3
Itgb4	MGI:96613	Gene	ITGB4
Itgb5	MGI:96614	Gene	ITGB5
Itgb6	MGI:96615	Gene	ITGB6
Itgb7	MGI:96616	Gene	ITGB7
Cd47	MGI:96617	Gene	CD47
Itih1	MGI:96618	Gene	ITIH1
Itih2	MGI:96619	Gene	ITIH2
Itih3	MGI:96620	Gene	ITIH3
Itk	MGI:96621	Gene	ITK
Itpa	MGI:96622	Gene	ITPA
Itpr1	MGI:96623	Gene	ITPR1
Itpr3	MGI:96624	Gene	ITPR3
Ivl	MGI:96626	Gene	IVL
Jak1	MGI:96628	Gene	JAK1
Jak2	MGI:96629	Gene	JAK2
Jun	MGI:96646	Gene	JUN
Junb	MGI:96647	Gene	JUNB
Jund	MGI:96648	Gene	JUND
Jup	MGI:96650	Gene	JUP
Kap	MGI:96653	Gene	
Kcna1	MGI:96654	Gene	KCNA1
Kcna2	MGI:96659	Gene	KCNA2
Kcna3	MGI:96660	Gene	KCNA3
Kcna4	MGI:96661	Gene	KCNA4
Kcna5	MGI:96662	Gene	KCNA5
Kcna6	MGI:96663	Gene	KCNA6
Kcna7	MGI:96664	Gene	KCNA7
Kcnb1	MGI:96666	Gene	KCNB1
Kcnc1	MGI:96667	Gene	KCNC1
Kcnc2	MGI:96668	Gene	KCNC2
Kcnc3	MGI:96669	Gene	KCNC3
Kcnc4	MGI:96670	Gene	KCNC4
Kcnd1	MGI:96671	Gene	KCND1
Kcne1	MGI:96673	Gene	KCNE1
Kin	MGI:96676	Gene	KIN
Kit	MGI:96677	Gene	KIT
Kras	MGI:96680	Gene	KRAS
Kdr	MGI:96683	Gene	KDR
Krt10	MGI:96685	Gene	KRT10
Krt12	MGI:96687	Gene	KRT12
Krt14	MGI:96688	Gene	KRT14
Krt15	MGI:96689	Gene	KRT15
Krt16	MGI:96690	Gene	KRT16
Krt17	MGI:96691	Gene	KRT17
Krt18	MGI:96692	Gene	KRT18
Krt19	MGI:96693	Gene	KRT19
Krt9	MGI:96696	Gene	KRT9
Krt1	MGI:96698	Gene	KRT1
Krt2	MGI:96699	Gene	KRT2
Krt84	MGI:96700	Gene	KRT84
Krt4	MGI:96701	Gene	KRT4
Krt5	MGI:96702	Gene	KRT5
Krt7	MGI:96704	Gene	KRT7
Krt8	MGI:96705	Gene	KRT8
Ky	MGI:96709	Gene	KY
L1cam	MGI:96721	Gene	L1CAM
Hikeshi	MGI:96738	Gene	HIKESHI
Stmn1	MGI:96739	Gene	STMN1
Stmn1-rs1	MGI:96740	Pseudogene	
Stmn1-rs2	MGI:96741	Pseudogene	
Lalba	MGI:96742	Gene	LALBA
Lamb1	MGI:96743	Gene	LAMB1
Lamp1	MGI:96745	Gene	LAMP1
Lamp2	MGI:96748	Gene	LAMP2
Lcat	MGI:96755	Gene	LCAT
Lck	MGI:96756	Gene	LCK
Lcn2	MGI:96757	Gene	LCN2
Ldha	MGI:96759	Gene	LDHA
Ldha-ps	MGI:96760	Pseudogene	
Ldha-ps2	MGI:96761	Pseudogene	
Ldha-ps3	MGI:96762	Pseudogene	
Ldhb	MGI:96763	Gene	LDHB
Ldhc	MGI:96764	Gene	LDHC
Ldlr	MGI:96765	Gene	LDLR
Lef1	MGI:96770	Gene	LEF1
Lgals1	MGI:96777	Gene	LGALS1
Lgals3	MGI:96778	Gene	LGALS3
Lhb	MGI:96782	Gene	CGB1
Lhcgr	MGI:96783	Gene	LHCGR
Lhx2	MGI:96785	Gene	LHX2
Lif	MGI:96787	Gene	LIF
Lifr	MGI:96788	Gene	LIFR
Lipa	MGI:96789	Gene	LIPA
Lipe	MGI:96790	Gene	LIPE
Lmna	MGI:96794	Gene	LMNA
Lmnb1	MGI:96795	Gene	LMNB1
Lmnb2	MGI:96796	Gene	LMNB2
Mycl	MGI:96799	Gene	MYCL
Lor	MGI:96816	Gene	LORICRIN
Lox	MGI:96817	Gene	LOX
Anxa1	MGI:96819	Gene	ANXA1
Lpl	MGI:96820	Gene	LPL
Tlr4	MGI:96824	Gene	TLR4
Selenbp1	MGI:96825	Gene	SELENBP1
Lrp1	MGI:96828	Gene	LRP1
Lrpap1	MGI:96829	Gene	LRPAP1
Lsp1	MGI:96832	Gene	LSP1
Lta4h	MGI:96836	Gene	LTA4H
Ltf	MGI:96837	Gene	LTF
Ltk	MGI:96840	Gene	LTK
Alad	MGI:96853	Gene	ALAD
Klrb1	MGI:96877	Gene	KLRB1
Blnk	MGI:96878	Gene	BLNK
Ly6d	MGI:96881	Gene	LY6D
Ly6c1	MGI:96882	Gene	LY6H
Ly9	MGI:96885	Gene	LY9
Lyl1	MGI:96891	Gene	LYL1
Lyn	MGI:96892	Gene	LYN
Lyz2	MGI:96897	Gene	LYZ
Lyz1	MGI:96902	Gene	LYZ
M6pr	MGI:96904	Gene	M6PR
M6pr-ps	MGI:96905	Pseudogene	
Marcks	MGI:96907	Gene	MARCKS
Mxd1	MGI:96908	Gene	MXD1
Maf	MGI:96909	Gene	MAF
Maff	MGI:96910	Gene	MAFF
Mafg	MGI:96911	Gene	MAFG
Mag	MGI:96912	Gene	MAG
Mak	MGI:96913	Gene	MAK
Maoa	MGI:96915	Gene	MAOA
Maob	MGI:96916	Gene	MAOB
Mas1	MGI:96918	Gene	MAS1
Ascl1	MGI:96919	Gene	ASCL1
Ascl2	MGI:96920	Gene	ASCL2
Max	MGI:96921	Gene	MAX
Mb	MGI:96922	Gene	MB
Mbl1	MGI:96923	Gene	MBL1P
Mbl2	MGI:96924	Gene	MBL2
Mbp	MGI:96925	Gene	MBP
Mc2r	MGI:96928	Gene	MC2R
Mc3r	MGI:96929	Gene	MC3R
Mcc	MGI:96930	Gene	MCC
Mcf2	MGI:96932	Gene	MCF2
Mcpt1	MGI:96937	Gene	
Mcpt2	MGI:96938	Gene	
Mcpt4	MGI:96940	Gene	
Cma1	MGI:96941	Gene	CMA1
Tpsb2	MGI:96942	Gene	TPSAB1
Tpsab1	MGI:96943	Gene	TPSAB1
Smcp	MGI:96945	Gene	SMCP
Mdk	MGI:96949	Gene	MDK
Mdm1	MGI:96951	Gene	MDM1
Mdm2	MGI:96952	Gene	MDM2
Slc3a2	MGI:96955	Gene	SLC3A2
Mea1	MGI:96957	Gene	MEA1
Golga3	MGI:96958	Gene	GOLGA3
Rab8a	MGI:96960	Gene	RAB8A
Mep1a	MGI:96963	Gene	MEP1A
Mep1b	MGI:96964	Gene	MEP1B
Mertk	MGI:96965	Gene	MERTK
Mest	MGI:96968	Gene	MEST
Met	MGI:96969	Gene	MET
Mgat1	MGI:96973	Gene	MGAT1
Kitl	MGI:96974	Gene	KITLG
Clec10a	MGI:96975	Gene	CLEC10A
Mgp	MGI:96976	Gene	MGP
Mgmt	MGI:96977	Gene	MGMT
Mif	MGI:96982	Gene	MIF
Mip	MGI:96990	Gene	MIP
Kmt2a	MGI:96995	Gene	KMT2A
Mme	MGI:97004	Gene	MME
Mmp12	MGI:97005	Gene	MMP12
Mmp10	MGI:97007	Gene	MMP10
Mmp11	MGI:97008	Gene	MMP11
Mmp2	MGI:97009	Gene	MMP2
Mmp3	MGI:97010	Gene	MMP3
Mmp9	MGI:97011	Gene	MMP9
Ndst2	MGI:97040	Gene	NDST2
Me1	MGI:97043	Gene	ME1
Mdh2	MGI:97050	Gene	MDH2
Mdh1	MGI:97051	Gene	MDH1
Mos	MGI:97052	Gene	MOS
Mov10	MGI:97054	Gene	MOV10
Gbp4	MGI:97072	Gene	GBP6
Mpg	MGI:97073	Gene	MPG
Mpi	MGI:97075	Gene	MPI
Mpl	MGI:97076	Gene	MPL
Mpo	MGI:97137	Gene	MPO
Mpv17	MGI:97138	Gene	MPV17
Mrc1	MGI:97142	Gene	MRC1
Marcksl1	MGI:97143	Gene	MARCKSL1
Marcksl1-ps1	MGI:97144	Pseudogene	
Marcksl1-ps2	MGI:97145	Pseudogene	
Marcksl1-ps3	MGI:97146	Pseudogene	
Marcksl1-ps4	MGI:97147	Pseudogene	
Marcksl1-ps5	MGI:97148	Pseudogene	
Msmb	MGI:97166	Gene	MSMB
Msn	MGI:97167	Gene	MSN
Msx1	MGI:97168	Gene	MSX1
Msx2	MGI:97169	Gene	MSX2
Mt1	MGI:97171	Gene	MT1A
Mt2	MGI:97172	Gene	MT1B
Mt3	MGI:97173	Gene	MT3
Map2	MGI:97175	Gene	MAP2
Map4	MGI:97178	Gene	MAP4
Mapt	MGI:97180	Gene	MAPT
Muc1	MGI:97231	Gene	MUC1
Mup1	MGI:97233	Gene	
Mup2	MGI:97234	Gene	
Mup3	MGI:97235	Gene	
Mup4	MGI:97236	Gene	
Mmut	MGI:97239	Gene	MMUT
Mx1	MGI:97243	Pseudogene	MX1
Mx2	MGI:97244	Pseudogene	MX1
Mxi1	MGI:97245	Gene	MXI1
Myb	MGI:97249	Gene	MYB
Myc	MGI:97250	Gene	MYC
Myf5	MGI:97252	Gene	MYF5
Myf6	MGI:97253	Gene	MYF6
Myh6	MGI:97255	Gene	MYH6
Myl4	MGI:97267	Gene	MYL4
Myl3	MGI:97268	Gene	MYL3
Myl1	MGI:97269	Gene	MYL1
Mylf-ps	MGI:97270	Pseudogene	
Myl2	MGI:97272	Gene	MYL2
Mylpf	MGI:97273	Gene	MYL11
Myod1	MGI:97275	Gene	MYOD1
Myog	MGI:97276	Gene	MYOG
Nat1	MGI:97279	Gene	NAT1
Ncam1	MGI:97281	Gene	NCAM1
Ncam2	MGI:97282	Gene	NCAM2
Ncf1	MGI:97283	Gene	NCF1
Ncf2	MGI:97284	Gene	NCF2
Ncf2-rs	MGI:97285	Pseudogene	
Ncl	MGI:97286	Gene	NCL
Ndn	MGI:97290	Gene	NDN
Neb	MGI:97292	Gene	NEB
Nedd1	MGI:97293	Gene	NEDD1
